Crime,Date,Address,Lat,Long,Link
Burglary,11/27/16. ,5900 BLOCK OF SHAWCROFT DR SAN JOSE,37.2399518,-121.8277645,https://spotcrime.com/mobile/crime/?85370205-469d894d578ad4468032967cf3ded1b5
Theft,11/27/16. ,700 BLOCK OF SANTA TERESA BL SAN JOSE,37.3415389,-121.9011146,https://spotcrime.com/mobile/crime/?85370171-3c500a205e405b999367148fabd1a63c
Theft,11/27/16. ,100 BLOCK OF CRANE CT SAN JOSE,37.372128,-121.9119563,https://spotcrime.com/mobile/crime/?85370161-969219a6011abf107fa69e9da1fb1b79
Burglary,11/27/16. ,1300 BLOCK OF TERILYN AV SAN JOSE,37.33447,-121.8443624,https://spotcrime.com/mobile/crime/?85370108-34a5f76331fee6ab14e87e6f358c5b99
Theft,11/27/16. ,500 BLOCK OF SEVEN TREES VILLAGE WY SAN JOSE,37.2878091,-121.8293139,https://spotcrime.com/mobile/crime/?85370059-7cbe1748d65d076ef7c09f3088a770fa
Arrest,11/27/16. ,S KIELY BL & SARATOGA AV SAN JOSE,37.3201618,-121.9725617,https://spotcrime.com/mobile/crime/?85370039-5387856ec7334e97fd92624c64d46950
Assault,11/27/16. ,800 BLOCK OF MILO CT SAN JOSE,37.3849531,-121.8484436,https://spotcrime.com/mobile/crime/?85370031-b84f8673ce37a6649482106e109a9cd5
Theft,11/27/16. ,4100 BLOCK OF SAN MIGUEL WY SAN JOSE,37.2807993,-121.826147,https://spotcrime.com/mobile/crime/?85369991-4c7d48c1f03ee5669cce4755cd34775a
Theft,11/27/16. ,00 BLOCK OF N 3RD ST SAN JOSE,37.3378273,-121.8889521,https://spotcrime.com/mobile/crime/?85369918-99bdd08adcff9fefd41f127fa510830b
Burglary,11/27/16. ,1500 BLOCK OF MARCIA AV SAN JOSE,37.2810455,-121.8983298,https://spotcrime.com/mobile/crime/?85369910-e9a8b490a2011a96c109fe3416dbbb67
Burglary,11/27/16. ,300 BLOCK OF DESERTWOOD LN SAN JOSE,37.4148848,-121.8649601,https://spotcrime.com/mobile/crime/?85369887-ce86b5f10b12c13597e126d0dc08b219
Shooting,11/27/16. ,200 BLOCK OF BURDICK WY SAN JOSE,37.3246525,-121.800039,https://spotcrime.com/mobile/crime/?85369864-293ad30305c7dbab1134b07944beef41
Assault,11/27/16. ,200 BLOCK OF N JACKSON AV SAN JOSE,37.364233,-121.8490467,https://spotcrime.com/mobile/crime/?85369786-dfd8d151f5313bd9a611e7f58d3ed34a
Arrest,11/27/16. ,N 2ND ST & E SANTA CLARA ST SAN JOSE,37.3366932,-121.8895012,https://spotcrime.com/mobile/crime/?85369776-7b981375258a808d9ba063dbb9636175
Arrest,11/27/16. ,3100 BLOCK OF SILVER CREEK RD SAN JOSE,37.3078357,-121.8115101,https://spotcrime.com/mobile/crime/?85369769-736a09197bd7777e8c4bf5c468dfbc87
Theft,11/27/16. ,3100 BLOCK OF NEAL AV SAN JOSE,37.3118373,-121.9512321,https://spotcrime.com/mobile/crime/?85369767-b1da4be85d4a32e536e17ea1de3e4114
Arrest,11/27/16. ,N 16TH ST & E ST JAMES ST SAN JOSE,37.3463527,-121.8775106,https://spotcrime.com/mobile/crime/?85369756-3b196e67fbdf8435e1ff51ba59584dec
Theft,11/27/16. ,1700 BLOCK OF WAYNE CL SAN JOSE,37.3882121,-121.8965839,https://spotcrime.com/mobile/crime/?85369753-fbeaa2b9dbd69aba120051d08cd5322b
Assault,11/27/16. ,500 BLOCK OF SEBASIAN WY SAN JOSE,37.284052,-121.8257309,https://spotcrime.com/mobile/crime/?85369734-3324586832783b238b5dbe944089942d
Vandalism,11/27/16. ,1200 BLOCK OF MASTIC ST SAN JOSE,37.3167359,-121.8779016,https://spotcrime.com/mobile/crime/?85369727-c764ba51ad18e50ddacc2ce216c2d872
Theft,11/27/16. ,00 BLOCK OF BUSH ST SAN JOSE,37.3293843,-121.9045306,https://spotcrime.com/mobile/crime/?85369613-6b15cb2af380a3cd33867b9ec4e405c6
Theft,11/27/16. ,S 33RD ST & WHITTON AV SAN JOSE,37.3487546,-121.8572341,https://spotcrime.com/mobile/crime/?85369573-a712ef8f2d65943002eda27a9705d867
Theft,11/27/16. ,00 BLOCK OF POCO WY SAN JOSE,37.3432523,-121.8396015,https://spotcrime.com/mobile/crime/?85369554-2887c978723d95498253490feae412d5
Arrest,11/27/16. ,5500 BLOCK OF JUDITH ST SAN JOSE,37.2527203,-121.8258395,https://spotcrime.com/mobile/crime/?85369549-aed88b1279215b2f7baf02e77f1639ea
Theft,11/27/16. ,STORY RD & S KING RD SAN JOSE,37.3398099,-121.8431206,https://spotcrime.com/mobile/crime/?85369539-50e18d00224a25a865625c8310af57eb
Theft,11/27/16. ,00 BLOCK OF N 11TH ST SAN JOSE,37.3420046,-121.8805883,https://spotcrime.com/mobile/crime/?85369528-998fad1375343e12b1827317a9a64ccf
Theft,11/27/16. ,100 BLOCK OF SHERWOOD AV SAN JOSE,37.3451616,-121.9287596,https://spotcrime.com/mobile/crime/?85369524-00120d69c5a4c8492097cd3f4ec6f07c
Theft,11/27/16. ,3600 BLOCK OF SNELL AV SAN JOSE,37.2789311,-121.843684,https://spotcrime.com/mobile/crime/?85369518-ac317bcc5a8e3d9cbe340c624a60478f
Theft,11/27/16. ,1200 BLOCK OF BECKET DR SAN JOSE,37.308151,-121.826086,https://spotcrime.com/mobile/crime/?85369512-99b7b1941636ea2f7e35226622d38d32
Theft,11/27/16. ,5800 BLOCK OF HERMA ST SAN JOSE,37.245054,-121.822365,https://spotcrime.com/mobile/crime/?85369506-3eb6486b6c4fc46fc59f2ec88ff0a6ee
Assault,11/27/16. ,3600 BLOCK OF LUFKIN CT SAN JOSE,37.3320463,-121.7735383,https://spotcrime.com/mobile/crime/?85369490-1ffce7906a55230363217eb74c27a684
Assault,11/27/16. ,200 BLOCK OF N 17TH ST SAN JOSE,37.3475329,-121.8771158,https://spotcrime.com/mobile/crime/?85369488-eb11fd0a142a4c0c134d2801687f3baa
Arrest,11/27/16. ,INDUSTRIAL AV & KINGS ROW SAN JOSE,37.3711016,-121.9004297,https://spotcrime.com/mobile/crime/?85369480-6f251bd82cbefd6ec3476b6d080a2c32
Theft,11/27/16. ,1900 BLOCK OF FRUITDALE AV SAN JOSE,37.3106813,-121.9268841,https://spotcrime.com/mobile/crime/?85369443-db6aa20562944f64278ef13defd961cc
Assault,11/27/16. ,00 BLOCK OF BENDORF DR SAN JOSE,37.2615541,-121.8048134,https://spotcrime.com/mobile/crime/?85369426-956c60bd183cf6bf9e99079d948893e0
Theft,11/27/16. ,600 BLOCK OF S 2ND ST SAN JOSE,37.3268834,-121.8822122,https://spotcrime.com/mobile/crime/?85369421-ab7d977bb07a4f0a3c731486842ebcf2
Theft,11/27/16. ,BRODIE DR & KAUAI DR SAN JOSE,37.2906335,-121.8216955,https://spotcrime.com/mobile/crime/?85369365-af2ac88368a71e875c0b2e70e6bb2cfc
Robbery,11/27/16. ,1300 BLOCK OF ELDAMAR CT SAN JOSE,37.3004995,-121.8156624,https://spotcrime.com/mobile/crime/?85369303-77d6d7c2a54926d965ce9a5c2d7abe1f
Shooting,11/27/16. ,00 BLOCK OF SHERMAN OAKS DR SAN JOSE,37.3090251,-121.9266263,https://spotcrime.com/mobile/crime/?85369294-4ff1d9fb365c0c1650370c90317ba810
Vandalism,11/27/16. ,2200 BLOCK OF ALMADEN RD SAN JOSE,37.2936016,-121.880198,https://spotcrime.com/mobile/crime/?85369284-d929342970a81dae3c1552870c8bce82
Shooting,11/27/16. ,200 BLOCK OF EDGEGATE DR SAN JOSE,37.3220937,-121.818124,https://spotcrime.com/mobile/crime/?85369265-dad8b3da801c37f2d51d94cc1af39bf8
Shooting,11/27/16. ,500 BLOCK OF HELLYER AV SAN JOSE,37.2845923,-121.8245822,https://spotcrime.com/mobile/crime/?85369255-b4acf2718bedd2c2c778366a41c11d3f
Theft,11/27/16. ,00 BLOCK OF S WHITE RD SAN JOSE,37.3652218,-121.8271193,https://spotcrime.com/mobile/crime/?85369229-fab33eae3b3020a39610d96eb62b9df6
Theft,11/27/16. ,200 BLOCK OF EASTRIDGE LP SAN JOSE,37.3252247,-121.8185371,https://spotcrime.com/mobile/crime/?85369220-95cfbbed33215da44d867dccca6696f4
Theft,11/27/16. ,1100 BLOCK OF STORY RD SAN JOSE,37.3326597,-121.853124,https://spotcrime.com/mobile/crime/?85369212-c1135844762c8590cfcbd39c32f03636
Theft,11/27/16. ,00 BLOCK OF COYOTE RD SAN JOSE,37.26969,-121.7977474,https://spotcrime.com/mobile/crime/?85369133-b0c808e6b6ae19106e860984d9a61ea7
Burglary,11/27/16. ,00 BLOCK OF BLOSSOM HILL RD SAN JOSE,37.2348267,-121.9574602,https://spotcrime.com/mobile/crime/?85369124-608165ad10453b2025f35a388d2f26e2
Arrest,11/27/16. ,CAMDEN AV & COLEMAN RD SAN JOSE,37.2258587,-121.9033931,https://spotcrime.com/mobile/crime/?85369116-fce3cd2588295bd04579f554d37cb078
Theft,11/27/16. ,2100 BLOCK OF MONTEREY RD SAN JOSE,37.3048988,-121.8623217,https://spotcrime.com/mobile/crime/?85369097-b1a4b2d410475be15231a91521c0800f
Theft,11/27/16. ,100 BLOCK OF BRANHAM LN SAN JOSE,37.2660253,-121.8350951,https://spotcrime.com/mobile/crime/?85369077-95ae3ef0618f0790a2c02f33b970c03f
Theft,11/27/16. ,5900 BLOCK OF SOUTH SURF CT SAN JOSE,37.2431262,-121.7770908,https://spotcrime.com/mobile/crime/?85369068-3eb773b230d26f3c4f83ca1635a52505
Theft,11/27/16. ,500 BLOCK OF NOKOMIS DR SAN JOSE,37.2823634,-121.8223497,https://spotcrime.com/mobile/crime/?85369051-5d875ea2fdc8b28aff75c9ce6bf1cff0
Theft,11/27/16. ,1900 BLOCK OF TULLY RD SAN JOSE,37.3247394,-121.8217864,https://spotcrime.com/mobile/crime/?85369028-c8111e2991fcde3e632a743c734a4d22
Theft,11/27/16. ,MONTEREY RD & OLD TULLY RD SAN JOSE,37.3006717,-121.858375,https://spotcrime.com/mobile/crime/?85369020-6e4012d234b89427e42e52a81a59b70b
Theft,11/27/16. ,1400 BLOCK OF SIERRA CREEK WY SAN JOSE,37.4063121,-121.8522576,https://spotcrime.com/mobile/crime/?85368989-23dd4e483a04bea4ac3d0a5f72874a17
Theft,11/27/16. ,1800 BLOCK OF HILLSDALE AV SAN JOSE,37.2624029,-121.9192959,https://spotcrime.com/mobile/crime/?85368972-bf8996cbd8d126eca50afadbda1b907c
Robbery,11/27/16. ,00 BLOCK OF HOSPITAL PY SAN JOSE,37.2394653,-121.8021298,https://spotcrime.com/mobile/crime/?85368969-ab5ff40f755f112be5990d7055a5b61e
Theft,11/28/16. ,3200 BLOCK OF STEVENS CREEK BL SAN JOSE,37.3232868,-121.9542631,https://spotcrime.com/mobile/crime/?85414220-3e97b698344e3496ea17ecb2ca851576
Theft,11/28/16. ,4500 BLOCK OF PEARL AV SAN JOSE,37.2670164,-121.866625,https://spotcrime.com/mobile/crime/?85414208-dd78d6d37b86e69a72a8cf33d3b14afe
Arrest,11/28/16. ,1200 BLOCK OF MARCELLO DR SAN JOSE,37.3902442,-121.8903932,https://spotcrime.com/mobile/crime/?85414197-712b4ca1e00b6dce9a375b3c44bc08aa
Arrest,11/28/16. ,5200 BLOCK OF PROSPECT RD SAN JOSE,37.2918934,-121.9936882,https://spotcrime.com/mobile/crime/?85414192-2081165bc5957fd54f59aaff91a820db
Burglary,11/28/16. ,5800 BLOCK OF RUE FERRARI SAN JOSE,37.2475998,-121.7771093,https://spotcrime.com/mobile/crime/?85414185-611eb2eae613cc676a2b2a23b508625f
Theft,11/28/16. ,1900 BLOCK OF O'TOOLE WY SAN JOSE,37.384605,-121.906793,https://spotcrime.com/mobile/crime/?85414180-9a9591a98a7a707b742aa8d223ca61ae
Assault,11/28/16. ,5400 BLOCK OF MONTEREY RD SAN JOSE,37.2567473,-121.8039857,https://spotcrime.com/mobile/crime/?85414176-6988e8f552e61f745483b2f0b8aa47f1
Vandalism,11/28/16. ,00 BLOCK OF KAMMERER AV SAN JOSE,37.3507523,-121.8443625,https://spotcrime.com/mobile/crime/?85414174-f4f19bc1cf5583214b3b95d6159cea66
Theft,11/28/16. ,00 BLOCK OF DON CARLOS CT SAN JOSE,37.2529191,-121.8372586,https://spotcrime.com/mobile/crime/?85414168-e94b6e97e816f701f63ec82e95c7599a
Theft,11/28/16. ,00 BLOCK OF S 12TH ST SAN JOSE,37.3406757,-121.8782806,https://spotcrime.com/mobile/crime/?85414147-c92b6156c5fd471054fe6b2647af6bb6
Arrest,11/28/16. ,SILVER CREEK VALLEY RD & HELLYER AV SAN JOSE,37.2602904,-121.783804,https://spotcrime.com/mobile/crime/?85414144-8fac71787dffbb3edeaa3a833deb59e7
Theft,11/28/16. ,4900 BLOCK OF CHILES DR SAN JOSE,37.2638478,-121.8579003,https://spotcrime.com/mobile/crime/?85414112-b74ea48c54a7fed2ae86e88bda1d5fb5
Shooting,11/28/16. ,3200 BLOCK OF SAGITTARIUS LN SAN JOSE,37.2896754,-121.832541,https://spotcrime.com/mobile/crime/?85414088-d2b56fa66d00fbd95f0c755eb1967938
Burglary,11/28/16. ,1800 BLOCK OF VIRGINIA AV SAN JOSE,37.346306,-121.8459525,https://spotcrime.com/mobile/crime/?85414072-bc05cde76d5b16fa008b9645719b5019
Theft,11/28/16. ,200 BLOCK OF SENTER RD SAN JOSE,37.2780901,-121.8293213,https://spotcrime.com/mobile/crime/?85414060-a5fdafe2f3c3fe47e2969c815e678878
Arrest,11/28/16. ,900 BLOCK OF S 3RD ST SAN JOSE,37.3230701,-121.8769495,https://spotcrime.com/mobile/crime/?85414042-a86e2b56dd55ff18cb747524e076bb7c
Theft,11/28/16. ,1800 BLOCK OF HILLSDALE AV SAN JOSE,37.2624029,-121.9192959,https://spotcrime.com/mobile/crime/?85414023-b419ad8a5906d96b7272e0dd594d111c
Theft,11/28/16. ,1500 BLOCK OF HERMOCILLA WY SAN JOSE,37.3451443,-121.8535924,https://spotcrime.com/mobile/crime/?85414018-9a48472b88f729b806b7032d5d6faa1c
Theft,11/28/16. ,100 BLOCK OF BERNAL RD SAN JOSE,37.2289947,-121.7732262,https://spotcrime.com/mobile/crime/?85414015-55b7dae7952314988dad15c82ea395a7
Arrest,11/28/16. ,ALMADEN EX & BRANHAM LN SAN JOSE,37.26301,-121.8768302,https://spotcrime.com/mobile/crime/?85414003-2a06485fdad65c86f62d7c78ba3c8a4b
Shooting,11/28/16. ,RAVENS PLACE WY & DEANS PLACE WY SAN JOSE,37.2979287,-121.8092013,https://spotcrime.com/mobile/crime/?85413990-78c1a13ba4c791d3e8ecb723f427c961
Theft,11/28/16. ,5600 BLOCK OF MAKATI CL SAN JOSE,37.2473642,-121.8067055,https://spotcrime.com/mobile/crime/?85413989-f8fb6bf77c8de077aa647422e2195d2d
Theft,11/28/16. ,00 BLOCK OF GRAND AV SAN JOSE,37.2318002,-121.7646663,https://spotcrime.com/mobile/crime/?85413971-0550132251b52f3b6b58e4d017abf347
Theft,11/28/16. ,600 BLOCK OF BANFF ST SAN JOSE,37.3405603,-121.8575739,https://spotcrime.com/mobile/crime/?85413953-288fa79ae00997c7bbbe9585e3ab7960
Theft,11/28/16. ,100 BLOCK OF OWSLEY AV SAN JOSE,37.3304001,-121.8544266,https://spotcrime.com/mobile/crime/?85413946-e32f37f21a89da88ca2c3319b83e9195
Shooting,11/28/16. ,2300 BLOCK OF LAVA DR SAN JOSE,37.3754909,-121.858885,https://spotcrime.com/mobile/crime/?85413924-e81b4ceb788da455fa23baa011a8def5
Burglary,11/28/16. ,200 BLOCK OF LUCRETIA AV SAN JOSE,37.3216129,-121.8490067,https://spotcrime.com/mobile/crime/?85413909-4b8fc0fbf809f2ea8ef9f8f0e0e7b613
Theft,11/28/16. ,400 BLOCK OF PEARL AV SAN JOSE,37.2680003,-121.867091,https://spotcrime.com/mobile/crime/?85413895-9a9fb8c72aeb64a0befc2b027283b671
Arrest,11/28/16. ,200 BLOCK OF N 16TH ST SAN JOSE,37.3471626,-121.878102,https://spotcrime.com/mobile/crime/?85413880-ac385039ab3d9f568b2def68558d9af9
Theft,11/28/16. ,LANDESS AV & MORRILL AV SAN JOSE,37.415961,-121.8750932,https://spotcrime.com/mobile/crime/?85413879-c3269e64749eac0ba518fff108acc711
Theft,11/28/16. ,2100 BLOCK OF MCKEE RD SAN JOSE,37.3633832,-121.8526023,https://spotcrime.com/mobile/crime/?85413871-006fd59a6a30283c9bc3245ffa7a122f
Shooting,11/28/16. ,00 BLOCK OF COBBERT DR SAN JOSE,37.3284042,-121.774957,https://spotcrime.com/mobile/crime/?85413844-74a440717c2cb4eaa8f5ed1add036ec0
Vandalism,11/28/16. ,400 BLOCK OF WESTMONT AV SAN JOSE,37.270462,-121.9879138,https://spotcrime.com/mobile/crime/?85413821-2d4fa777b649dc68ee99bb501d22560b
Theft,11/28/16. ,5300 BLOCK OF ALMADEN EX SAN JOSE,37.2506769,-121.8754518,https://spotcrime.com/mobile/crime/?85413817-996b68617a495dd679593be4d9605f1c
Burglary,11/28/16. ,00 BLOCK OF BLOSSOM HILL RD SAN JOSE,37.2348267,-121.9574602,https://spotcrime.com/mobile/crime/?85413806-64d827774a3a193e3a390f08910de82f
Shooting,11/28/16. ,00 BLOCK OF WETMORE DR SAN JOSE,37.3273424,-121.7759178,https://spotcrime.com/mobile/crime/?85413783-83c21d2f4c3d4296771b28d54c40bed9
Robbery,11/28/16. ,100 BLOCK OF BERNAL RD SAN JOSE,37.2289947,-121.7732262,https://spotcrime.com/mobile/crime/?85413778-ae11ac5606e48d28ddd7e19b6a77fc5a
Burglary,11/28/16. ,1500 BLOCK OF KOOSER RD SAN JOSE,37.2421523,-121.8986418,https://spotcrime.com/mobile/crime/?85413773-aea6016002bcaff5cc0c289cc6ed9b6c
Burglary,11/28/16. ,200 BLOCK OF S SUNSET AV SAN JOSE,37.3515889,-121.8458723,https://spotcrime.com/mobile/crime/?85413766-9ff96157077423b3763033e7c4f2bec8
Theft,11/28/16. ,1800 BLOCK OF SENTER RD SAN JOSE,37.3163651,-121.8565916,https://spotcrime.com/mobile/crime/?85413761-c1b82fc38ff9d749c343c57ae1051435
Burglary,11/28/16. ,2200 BLOCK OF HICKS AV SAN JOSE,37.2856142,-121.8996752,https://spotcrime.com/mobile/crime/?85413758-b69303f1e33baedd9a7330bed1ce9e44
Burglary,11/28/16. ,4400 BLOCK OF VANDERBILT DR SAN JOSE,37.2789954,-121.9800684,https://spotcrime.com/mobile/crime/?85413754-abe963cb8ca9c7e951501dd64d3a37ad
Assault,11/28/16. ,1500 BLOCK OF WABASH ST SAN JOSE,37.4315912,-121.9669173,https://spotcrime.com/mobile/crime/?85413738-e3b13a5619b2865dc890fcaa34c6ccf6
Theft,11/28/16. ,900 BLOCK OF BLOSSOM HILL RD SAN JOSE,37.2496499,-121.8657876,https://spotcrime.com/mobile/crime/?85413734-100da032087eb73be2f2b9bf543a7bef
Arrest,11/28/16. ,00 BLOCK OF N 31ST ST SAN JOSE,37.3510702,-121.8616175,https://spotcrime.com/mobile/crime/?85413727-5be7192a982e55c0028fbaf3ff539c8c
Burglary,11/28/16. ,2500 BLOCK OF S KING RD SAN JOSE,37.320725,-121.822826,https://spotcrime.com/mobile/crime/?85413719-f2cc04f22ccdfac84fb9ffd572e217e3
Assault,11/28/16. ,600 BLOCK OF TULLY RD SAN JOSE,37.3090441,-121.8458531,https://spotcrime.com/mobile/crime/?85413709-a4266e2583253f8efb22c5c2759a250a
Theft,11/28/16. ,N 25TH ST & E ST JAMES ST SAN JOSE,37.3500741,-121.8693874,https://spotcrime.com/mobile/crime/?85413694-93b79c403154bc7aa59022b659bb2843
Theft,11/28/16. ,600 BLOCK OF VALLEY OAK TR SAN JOSE,37.3301669,-121.8698648,https://spotcrime.com/mobile/crime/?85413689-f12751ecf211fa20b121397c0deff996
Theft,11/28/16. ,200 BLOCK OF E CAPITOL EX SAN JOSE,37.2760968,-121.8430184,https://spotcrime.com/mobile/crime/?85413653-0e10af5a6ebca31ad3ba2594399d0284
Arrest,11/28/16. ,500 BLOCK OF COTTLE RD SAN JOSE,37.2534937,-121.8033996,https://spotcrime.com/mobile/crime/?85413649-f6b6d24ef1b102f0d98e47fd892682f7
Arrest,11/28/16. ,00 BLOCK OF PASEO DE SAN ANTONIO SAN JOSE,37.3333764,-121.8870505,https://spotcrime.com/mobile/crime/?85413633-f1076f1a2a14886fc59ec0dd65c7af84
Arrest,11/28/16. ,100 BLOCK OF E SANTA CLARA ST SAN JOSE,37.3374022,-121.8873967,https://spotcrime.com/mobile/crime/?85413615-1d822e2dceff0733983ab2b6ce8e945b
Arrest,11/28/16. ,700 BLOCK OF S 8TH ST SAN JOSE,37.3287015,-121.8749095,https://spotcrime.com/mobile/crime/?85413597-a1fd91cdd1e6c42d57803c09d66d4943
Theft,11/28/16. ,3500 BLOCK OF WALTON WY SAN JOSE,37.307825,-121.961501,https://spotcrime.com/mobile/crime/?85413572-8aed69af7fd8870d9c4354984f707e5a
Robbery,11/28/16. ,700 BLOCK OF STORY RD SAN JOSE,37.328726,-121.8576083,https://spotcrime.com/mobile/crime/?85413556-a265d5067e8b9166271f537b8c5d5980
Vandalism,11/28/16. ,2800 BLOCK OF RUBY VIEW SAN JOSE,37.334946,-121.784916,https://spotcrime.com/mobile/crime/?85413525-121766216120b1e2a3d2000627d13087
Theft,11/28/16. ,600 BLOCK OF N 7TH ST SAN JOSE,37.3510879,-121.8930203,https://spotcrime.com/mobile/crime/?85413512-0f40ce024314e78d2948f79d41e80f3f
Theft,11/28/16. ,00 BLOCK OF UMBARGER RD SAN JOSE,37.2949399,-121.8509151,https://spotcrime.com/mobile/crime/?85413503-27bf221919b7b8e5ec33b069b82893c5
Vandalism,11/28/16. ,100 BLOCK OF NORVELLA ST SAN JOSE,37.3413571,-121.8319737,https://spotcrime.com/mobile/crime/?85413497-5333d0d13a35550831c5c5a215e0e49b
Vandalism,11/28/16. ,00 BLOCK OF MONTEREY RD SAN JOSE,37.2367606,-121.7688479,https://spotcrime.com/mobile/crime/?85413447-2edc146d355844a88536be4e95a48ca8
Assault,11/28/16. ,2600 BLOCK OF CROPLEY AV SAN JOSE,37.4038158,-121.880973,https://spotcrime.com/mobile/crime/?85413429-444f4a9fcbc211be098f1bd3319cc2da
Theft,11/28/16. ,1400 BLOCK OF ALMADEN RD SAN JOSE,37.3124862,-121.8784019,https://spotcrime.com/mobile/crime/?85413426-589fe071c9e7c50777d54719ae560680
Theft,11/28/16. ,00 BLOCK OF JOSE FIGUERES AV SAN JOSE,37.3580002,-121.8475882,https://spotcrime.com/mobile/crime/?85413412-061d2979d1955bc6145df352b9d823c6
Vandalism,11/28/16. ,100 BLOCK OF HOPKINS DR SAN JOSE,37.3394438,-121.8334766,https://spotcrime.com/mobile/crime/?85413402-658bfd639d4c2e28d875d812222129a3
Theft,11/28/16. ,2100 BLOCK OF CALLA CT SAN JOSE,37.3796848,-121.8605403,https://spotcrime.com/mobile/crime/?85413387-0b549d31bce62a2b523c0244462309cf
Vandalism,11/28/16. ,200 BLOCK OF S WHITE RD SAN JOSE,37.362891,-121.824691,https://spotcrime.com/mobile/crime/?85413374-9f2b5a31e8999d452fd99ba3dbf5f145
Assault,11/28/16. ,600 BLOCK OF ROYAL GLEN CT SAN JOSE,37.3813222,-121.8426416,https://spotcrime.com/mobile/crime/?85413365-2a1bd3cac3e4a11774235e16a3100c2e
Vandalism,11/28/16. ,00 BLOCK OF ROUGH AND READY RD SAN JOSE,37.3764235,-121.8445196,https://spotcrime.com/mobile/crime/?85413363-311483d5cc436a63722d4c5c28880150
Theft,11/28/16. ,3100 BLOCK OF SHOFNER PL SAN JOSE,37.290079,-121.833485,https://spotcrime.com/mobile/crime/?85413344-a8cdd7df736c3d2d923db6dc15bb7fd4
Theft,11/28/16. ,3100 BLOCK OF HAGA DR SAN JOSE,37.2906497,-121.8384619,https://spotcrime.com/mobile/crime/?85413341-33d352e48ccb0a8b4f43121e3ad26456
Assault,11/28/16. ,100 BLOCK OF TULLY RD SAN JOSE,37.303109,-121.8584201,https://spotcrime.com/mobile/crime/?85413319-81519bb96acb1b96427faa0c4e7e0c63
Theft,11/28/16. ,1600 BLOCK OF TAMPA WY SAN JOSE,37.3323938,-121.837014,https://spotcrime.com/mobile/crime/?85413317-6f11dd0d27a19521b0dd207d9542ff3c
Theft,11/28/16. ,100 BLOCK OF PALMWOOD DR SAN JOSE,37.3375721,-121.8339409,https://spotcrime.com/mobile/crime/?85413311-01ff28efb6c46409aa559a0429b4f8be
Theft,11/28/16. ,5200 BLOCK OF CAMDEN AV SAN JOSE,37.243069,-121.9058147,https://spotcrime.com/mobile/crime/?85413302-dd3c356f785846b09bf706c37c113d76
Theft,11/28/16. ,00 BLOCK OF MCLAUGHLIN AV SAN JOSE,37.3157532,-121.8370752,https://spotcrime.com/mobile/crime/?85413271-b6c9249d0ea2287a68c644e46028158b
Arrest,11/28/16. ,RACE ST & AUZERAIS AV SAN JOSE,37.3208766,-121.9111988,https://spotcrime.com/mobile/crime/?85413262-f9bd79b375702b71a146c75cfe6c9e76
Burglary,11/28/16. ,00 BLOCK OF S JACKSON AV SAN JOSE,37.3578143,-121.8428026,https://spotcrime.com/mobile/crime/?85413245-6b1ef9307f6257529b242be16abba2b8
Assault,11/28/16. ,100 BLOCK OF E SAN CARLOS ST SAN JOSE,37.3327058,-121.8839959,https://spotcrime.com/mobile/crime/?85413239-46c165e805cbc47dbc6bb577a58bff2f
Burglary,11/28/16. ,E TASMAN DR & N 1ST ST SAN JOSE,37.4093866,-121.9447915,https://spotcrime.com/mobile/crime/?85413228-52e4b5a3c6d89f9cf242bb16d61413d7
Shooting,11/28/16. ,5300 BLOCK OF CARRYBACK AV SAN JOSE,37.2622856,-121.8024303,https://spotcrime.com/mobile/crime/?85413209-f2393a2f7c0fc8148491df234f5effc3
Shooting,11/28/16. ,W CAPITOL EX & SNELL AV SAN JOSE,37.2769741,-121.8420548,https://spotcrime.com/mobile/crime/?85413185-d4093cc102aeee7a8ea50bf22c40c185
Burglary,11/28/16. ,1300 BLOCK OF LYONSVILLE LN SAN JOSE,37.2433947,-121.8878716,https://spotcrime.com/mobile/crime/?85413181-fdc4fe7e04430b7b2ce009c5a775d678
Burglary,11/28/16. ,1900 BLOCK OF FRUITDALE AV SAN JOSE,37.3106813,-121.9268841,https://spotcrime.com/mobile/crime/?85413175-79c003e74f4bfd50fa3a3850c00f4831
Theft,11/28/16. ,00 BLOCK OF E BROKAW RD SAN JOSE,37.3742644,-121.9169737,https://spotcrime.com/mobile/crime/?85413159-91c601f9738f92a35746ccb68dd9db04
Shooting,11/28/16. ,300 BLOCK OF QUIMBY RD SAN JOSE,37.3253157,-121.77684,https://spotcrime.com/mobile/crime/?85413138-5283450385a93599b1f21ccdea7b9416
Shooting,11/28/16. ,300 BLOCK OF WELBY CT SAN JOSE,37.291296,-121.8349995,https://spotcrime.com/mobile/crime/?85413136-bcbb68e6388d1f9ef2f8b54ddf129523
Theft,11/28/16. ,2200 BLOCK OF KAMMERER AV SAN JOSE,37.3534754,-121.8402982,https://spotcrime.com/mobile/crime/?85413127-6cdff45a2c5d596c164650fca893a178
Shooting,11/28/16. ,E CAPITOL EX & SEVEN TREES BL SAN JOSE,37.2839656,-121.8340194,https://spotcrime.com/mobile/crime/?85413124-1f52b87c420f109d3d8b0de0437a784b
Theft,11/28/16. ,500 BLOCK OF N 12TH ST SAN JOSE,37.3516223,-121.8864601,https://spotcrime.com/mobile/crime/?85413105-e0c93334ee84f4f06c76cb5f663ea055
